title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
BLACKBERRY GRANOLA BAR - YOGI SALTS E-LIQUID - 30ML,FIND BRAND,BLACKBERRY GRANOLA BAR - YOGI SALTS E-LIQUID - 30ML,$10.99,"Check out Blackberry Granola Bar by Yogi Salts, capturing a nicotine salt blend of crunchy granola bar with vibrant ripened blackberries spotted throughout.
BLACKBERRY GRANOLA BAR - YOGI SALTS E-LIQUID - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/blackberry-granola-bar-yogi-salts
STRAWBERRY CRUMBLE - AIR FACTORY SALTS - 30ML,AIR FACTORY,STRAWBERRY CRUMBLE - AIR FACTORY SALTS - 30ML,$10.99,"Shop Strawberry Crumble by Air Factory Salts, blending notes of delicious strawberries and buttery crumble topping inside a nicotine salt delight. 
STRAWBERRY CRUMBLE - AIR FACTORY SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 18mg
• 36mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/strawberry-crumble-air-factory-salts
STRAWBERRY CRUMBLE - AIR FACTORY - 60ML,AIR FACTORY,STRAWBERRY CRUMBLE - AIR FACTORY - 60ML,$11.99,"Discover Strawberry Crumble by Air Factory, captivating the tongue with delicious strawberries and buttery crumble topping to tantalize the taste buds.
STRAWBERRY CRUMBLE - AIR FACTORY - 60ML FEATURES:
• BOTTLE CAPACITY: 60mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 60mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",60mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/strawberry-crumble-air-factory
MOCHA LATTE - INNEVAPE SALTS - 30ML,INNEVAPE,MOCHA LATTE - INNEVAPE SALTS - 30ML,$10.99,"Check out Mocha Latte by Innevape Salts, capturing the creamy flavor of a freshly brewed espresso coupled with a thick splash of melted chocolate.
MOCHA LATTE - INNEVAPE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 24mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/mocha-latte-innevape-salts
GLAZED DONUT PEBLZ - POD JUICE - 100ML,POD JUICE,GLAZED DONUT PEBLZ - POD JUICE - 100ML,$13.99,"Discover the Glazed Donut Peblz by Pod Juice, capturing the delicious flavors of glazed donuts rolled in fruity crunchy cereal bits to liven the taste buds.
GLAZED DONUT PEBLZ - POD JUICE - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
• 12mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/glazed-donut-peblz-pod-juice
GINGERBREAD CRUNCH - CUSTARD MONSTER SALTS - 30ML,FIND BRAND,GINGERBREAD CRUNCH - CUSTARD MONSTER SALTS - 30ML,$10.99,"Discover Gingerbread Crunch by Custard Monster Salts, a seasonal favorite, capturing decadent flavors of a spiced gingerbread cookie in nicotine salt form.
GINGERBREAD CRUNCH - CUSTARD MONSTER SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 24mg
• 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/gingerbread-crunch-custard-monster-salts
GINGERBREAD CRUNCH - CUSTARD MONSTER - 100ML,FIND BRAND,GINGERBREAD CRUNCH - CUSTARD MONSTER - 100ML,$13.99,"Check out Gingerbread Crunch by Custard Monster, delivering the spiced flavors of the holidays, tantalizing the taste buds with gingerbread cookie eLiquid.
GINGERBREAD CRUNCH - CUSTARD MONSTER - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/gingerbread-crunch-custard-monster
TROPICAL GUMMY - NOMS 100 BY NOMENON - 100ML,FIND BRAND,TROPICAL GUMMY - NOMS 100 BY NOMENON - 100ML,$13.99,"Discover Tropical Gummy by Noms 100, mixing tropical notes of pineapple, mangoes, and nectarines for a decadently flavored eJuice that tastes like paradise.
TROPICAL GUMMY - NOMS 100 - NOMENON E-LIQUIDS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/tropical-gummy-nomenon
BOSS RESERVE - CUTTWOOD SALTS - 30ML,CUTTWOOD,BOSS RESERVE - CUTTWOOD SALTS - 30ML,$10.99,"Discover Boss Reserve by Cuttwood Salts, mixing together notes of graham crackers, sweet milk, bananas, and nutty clusters in a nicotine salt blend.
BOSS RESERVE - CUTTWOOD SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/boss-reserve-cuttwood-salts
VANILLA CRUMBLE - AIR FACTORY SALTS - 30ML,AIR FACTORY,VANILLA CRUMBLE - AIR FACTORY SALTS - 30ML,$10.99,"Kick back with Vanilla Crumble by Air Factory Salts, mixing fragrant vanilla bean with crunchy crumble to create a decadent dessert-flavored nicotine salt.
VANILLA CRUMBLE - AIR FACTORY SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 18mg
• 36mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/vanilla-crumble-air-factory-salts
SHAMROCK COOKIE - SADBOY - 100ML,FIND BRAND,SHAMROCK COOKIE - SADBOY - 100ML,$13.99,"Shamrock Cookie by Sadboy E-Liquid takes a minty cream shake and blends it with a freshly baked cookie hot out the oven to create a deliciously minty bakery dessert vape that will bewilder the senses.
Sadboy E-Liquid - Shamrock Cookie Features:
100mL Unicorn Bottle
Child Resistant Cap
30% PG
70% VG
Synthetic Nicotine Formulation
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/shamrock-cookie-sadboy
VANILLA CRUMBLE - AIR FACTORY - 60ML,AIR FACTORY,VANILLA CRUMBLE - AIR FACTORY - 60ML,$11.99,,,,,,,https://www.elementvape.com/vanilla-crumble-air-factory
VANILLA CUSTARD - MR CUSTARD SALTS - 30ML,FIND BRAND,VANILLA CUSTARD - MR CUSTARD SALTS - 30ML,$10.99,"Check out Vanilla Custard by Mr. Custard Salts, capturing a mix of sweet vanilla and thick custard in a nicotine salt blend that tantalizes the taste buds.
VANILLA CUSTARD - MR CUSTARD SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/vanilla-custard-mr-custard-salts
STRAWBERRY VANILLA CUSTARD - MR CUSTARD SALTS - 30ML,FIND BRAND,STRAWBERRY VANILLA CUSTARD - MR CUSTARD SALTS - 30ML,$10.99,"Shop Strawberry Vanilla Custard by Mr. Custard Salts, capturing a nicotine salt base flavored with sweet strawberry, smooth vanilla, and tempting custard.
STRAWBERRY VANILLA CUSTARD - MR CUSTARD SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/strawberry-vanilla-custard-mr-custard-salts
LEMONCAKE CUSTARD - MR CUSTARD SALTS - 30ML,FIND BRAND,LEMONCAKE CUSTARD - MR CUSTARD SALTS - 30ML,$10.99,"Discover Lemoncake Custard by Mr. Custard Salts, a nicotine salt mix of deliciously fluffy lemon cake with satisfying custard for a tantalizing vape.
LEMONCAKE CUSTARD - MR CUSTARD SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/lemoncake-custard-mr-custard-salts
CINNAMON CUSTARD - MR CUSTARD SALTS - 30ML,FIND BRAND,CINNAMON CUSTARD - MR CUSTARD SALTS - 30ML,$10.99,"Check out Cinnamon Custard by Mr. Custard Salts, a nicotine salt blend of deliciously thick custard combined with a sprinkle of spiced cinnamon powder.
CINNAMON CUSTARD - MR CUSTARD SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/cinnamon-custard-mr-custard-salts
STRAWBERRY VANILLA CUSTARD - MR CUSTARD - 100ML,FIND BRAND,STRAWBERRY VANILLA CUSTARD - MR CUSTARD - 100ML,$14.99,"Check out Strawberry Vanilla Custard by Mr. Custard, captivating the senses with sweet strawberries and fresh notes of vanilla to excite the senses.
STRAWBERRY VANILLA CUSTARD - MR CUSTARD - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/strawberry-vanilla-custard-mr-custard
LEMONCAKE CUSTARD - MR CUSTARD - 100ML,FIND BRAND,LEMONCAKE CUSTARD - MR CUSTARD - 100ML,$13.99,"Shop Lemoncake Custard by Mr. Custard, taking notes of fluffy lemon cake sprinkled over a bowl of a rich thick custard for a tantalizing vape.
LEMONCAKE CUSTARD - MR CUSTARD - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/lemoncake-custard-mr-custard
CINNAMON CUSTARD - MR CUSTARD - 100ML,FIND BRAND,CINNAMON CUSTARD - MR CUSTARD - 100ML,$13.99,"Discover Cinnamon Custard by Mr. Custard, capturing a blend of creamy egg custard with a dash of cinnamon spice to delight the taste buds and tongue.
CINNAMON CUSTARD - MR CUSTARD - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/cinnamon-custard-mr-custard
ORANGE DREAM - BEACH CLUB SALTS - 30ML,FIND BRAND,ORANGE DREAM - BEACH CLUB SALTS - 30ML,$9.99,"Excite the taste buds with Orange Dream by Beach Club Salts, a nicotine salt blend featuring delicious sweet cream enhanced with vibrant orange flavor.
ORANGE DREAM - BEACH CLUB SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Bottle
AVAILABLE OPTIONS:
• 30mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/orange-dream-beach-club-salts
MYSTERY E-LIQUID 100/200ML PACK,FIND BRAND,MYSTERY E-LIQUID 100/200ML PACK,$11.99,"The perfect gift for any vaping enthusiasts or those looking to try new fun flavors, members of the Element Vape community can pick up a Mystery E-Liquid Bag containing premium e-liquid(s) at a  low price in a variety of size option - 100mL & 200mL. These randomly chosen bottles are sure to be a pleasant surprise. No cherry picking, as this would not be a mystery if you knew what you would be getting. The only thing definite is that you will receive some of the industry's most popular and best e-juices at incredible value.
Simply select your desired Mystery Bag size in the drop down menu. Due to the nature of this promotion, no returns or exchanges will be accepted and all sales are final. 
Features:
100mL Mystery Bag - Contains at least 100mL of juices - can be a combination of 60mLs or one bottle of 100mL/120mL.
200mL Mystery Bag - A combination of 60mL, 100mL, and 120mL bottles with at least 200mL of juices!
Premium Brands Available on Our Catalog
Incredible Value
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/e-liquid-mystery-bag-200ml-edition
MYSTERY NICOTINE SALTS PACK - 60/120ML,FIND BRAND,MYSTERY NICOTINE SALTS PACK - 60/120ML,$19.99,"The ultimate Mystery E-Liquid Pack returns with Nicotine Salts offerings for those looking to try new flavors to pair with your favorite portable devices!
These randomly chosen bottles are sure to be a pleasant surprise. No cherry picking, as this would not be a mystery if you knew what you would be getting. The only thing definite is that you will receive some of the industry's most popular nic salts at incredible value.
Simply select your desired Mystery Bag size in the drop down menu. Due to the nature of this promotion, no returns or exchanges will be accepted and all sales are final. 
Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Features:
60mL Mystery Pack - Contains at least 60mL of nicotine salts
120mL Mystery Pack - Contains at least 120mL of nicotine salts
Two Nicotine Strength Range: 20mg to 35mg & 36mg to 60mg
Premium Brands Available on Our Catalog
Incredible Value
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/mystery-nicotine-salts-pack
BUTTER MINTS - HI-DRIP SALTS - 30ML,HI-DRIP,BUTTER MINTS - HI-DRIP SALTS - 30ML,$10.99,"Discover Butter Mints by Hi-Drip Salts, blending together sweet creamy butter and icy peppermint to create a delicious nicsalt to delight the taste buds. 
Butter Mints - Hi-Drip Salts - 30mL Features:
• Bottle Capacity: 30mL
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salt
• Child Resistant Cap
• Made in USA
Available Options:
20mg | 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,50%,50%,,,https://www.elementvape.com/butter-mints-hi-drip-salts
CARAMEL PEAR - HI-DRIP SALTS - 30ML,HI-DRIP,CARAMEL PEAR - HI-DRIP SALTS - 30ML,$10.99,"Check out Caramel Pear by Hi-Drip Salts, capturing a blend of deliciously crisp pears enhanced with warm gooey caramel for a decadent nicotine salt blend.
Caramel Pear - Hi-Drip Salts - 30mL Features:
• Bottle Capacity: 30mL
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salt
• Child Resistant Cap
• Made in USA
Available Options:
20mg | 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,50%,50%,,,https://www.elementvape.com/caramel-pear-hi-drip-salts
ROCKY - SILVERBACK JUICE CO. SALTS - 30ML,FIND BRAND,ROCKY - SILVERBACK JUICE CO. SALTS - 30ML,$10.99,"Shop Rocky by Silverback Juice Co. Salts, featuring a synthetic nicotine salt blend of ripe bananas and strawberry ice cream, and oatmeal cookie crumb.
Rocky - Silverback Juice Co. Salts - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• Fomulation: Synthetic Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
25mg | 45mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,50%,50%,,,https://www.elementvape.com/rocky-silverback-salts
